G1-01-001,I am a student.,私は生徒です。,4
G1-01-002,I am a new student.,私は新入生です。,5
G1-01-003,You are a teacher.,あなたは先生です。,4
G1-01-004,He is a doctor.,彼は医者です。,4
G1-01-005,She is a nurse.,彼女は看護師です。,4
G1-01-006,Noah is a soccer player.,ノアはサッカー選手です。,5
G1-01-007,Emma is our captain.,エマは私たちのキャプテンです。,4
G1-01-008,This boy is a junior high school student.,この男の子は中学生です。,8
G1-01-009,That girl is a high school student.,あの女の子は高校生です。,7
G1-01-010,We are beginners.,私たちは初心者です。,3
G1-01-011,They are guests.,彼らはお客さんです。,3
G1-01-012,I am a guitar player.,私はギタリストです。,5
G1-01-013,My father is a cook.,私の父は料理人です。,5
G1-01-014,My mother is a driver.,私の母は運転手です。,5
G1-01-015,My brother is a college student.,私の兄は大学生です。,6
G1-01-016,My sister is a dancer.,私の姉はダンサーです。,5
G1-01-017,This man is a police officer.,この男性は警察官です。,6
G1-01-018,That woman is a reporter.,あの女性は記者です。,5
G1-01-019,We are the red team.,私たちは赤チームです。,5
G1-01-020,You are the leader today.,あなたは今日のリーダーです。,5
G1-01-021,I am the class president.,私は学級委員長です。,5
G1-01-022,He is a firefighter.,彼は消防士です。,4
G1-01-023,She is a piano teacher.,彼女はピアノの先生です。,5
G1-01-024,Noah is the team manager.,ノアはチームのマネージャーです。,5
G1-01-025,Emma is our drummer.,エマは私たちのドラマーです。,4
G1-01-026,This boy is a first-year student.,この男の子は1年生です。,6
G1-01-027,That girl is the main singer.,あの女の子はメインボーカルです。,6
G1-01-028,We are classmates.,私たちはクラスメートです。,3
G1-01-029,They are exchange students.,彼らは留学生です。,4
G1-01-030,You are the next speaker.,あなたは次の発表者です。,5
G1-01-031,He is my friend.,彼は私の友だちです。,4
G1-01-032,She is my sister.,彼女は私の姉妹の一人です。,4
G1-01-033,Noah is Emma's brother.,ノアはエマの兄弟の一人です。,4
G1-01-034,Emma is my classmate.,エマは私のクラスメートです。,4
G1-01-035,We are good friends.,私たちは仲のいい友だちです。,4
G1-01-036,They are my parents.,彼らは私の両親です。,4
G1-01-037,This man is our coach.,この男性は私たちのコーチです。,5
G1-01-038,That woman is my aunt.,あの女性は私のおばです。,5
G1-01-039,He is on our team.,彼は私たちのチームの一員です。,5
G1-01-040,She is in the music club.,彼女は音楽部に入っています。,6
G1-01-041,I am in Class 1.,私は1組の生徒です。,5
G1-01-042,You are in my group.,あなたは私のグループの一員です。,5
G1-01-043,He is my homeroom teacher.,彼は私の担任の先生です。,5
G1-01-044,She is Noah's cousin.,彼女はノアのいとこです。,4
G1-01-045,This girl is Emma's friend.,この女の子はエマの友だちです。,5
G1-01-046,That boy is my neighbor.,あの男の子は私の近所の子です。,5
G1-01-047,We are on the same team.,私たちは同じチームです。,6
G1-01-048,They are in the tennis club.,彼らはテニス部に入っています。,6
G1-01-049,I am a member of this club.,私はこのクラブのメンバーです。,7
G1-01-050,You are part of our class.,あなたは私たちのクラスの一員です。,6
G1-01-051,He is my uncle.,彼は私のおじです。,4
G1-01-052,She is our new classmate.,彼女は私たちの新しいクラスメートです。,5
G1-01-053,Noah is in the art club.,ノアは美術部に入っています。,6
G1-01-054,Emma is on the school team.,エマは学校のチームに入っています。,6
G1-01-055,This is my younger brother.,こちらは私の弟です。,5
G1-01-056,That is our English teacher.,あの人は私たちの英語の先生です。,5
G1-01-057,We are in the same class.,私たちは同じクラスです。,6
G1-01-058,They are my grandparents.,彼らは私の祖父母です。,4
G1-01-059,He is a friend of my brother.,彼は私の弟の友だちです。,7
G1-01-060,She is one of our members.,彼女は私たちのメンバーの一人です。,6
G1-01-061,I am tall.,私は背が高いです。,3
G1-01-062,You are very kind.,あなたはとても親切です。,4
G1-01-063,He is good at math.,彼は数学が得意です。,5
G1-01-064,She is popular in our class.,彼女はクラスで人気があります。,6
G1-01-065,Noah is fast.,ノアは足が速いです。,3
G1-01-066,Emma is careful.,エマは注意深いです。,3
G1-01-067,This bag is heavy.,このかばんは重いです。,4
G1-01-068,That box is light.,あの箱は軽いです。,4
G1-01-069,The room is clean.,その部屋はきれいです。,4
G1-01-070,The park is quiet.,その公園は静かです。,4
G1-01-071,This book is easy.,この本はやさしいです。,4
G1-01-072,That question is difficult.,あの問題は難しいです。,4
G1-01-073,My dog is friendly.,私の犬は人なつっこいです。,4
G1-01-074,The water is cold.,その水は冷たいです。,4
G1-01-075,The soup is hot.,そのスープは熱いです。,4
G1-01-076,My shoes are old.,私のくつは古いです。,4
G1-01-077,These flowers are beautiful.,これらの花はきれいです。,4
G1-01-078,Those chairs are hard.,あれらのいすはかたいです。,4
G1-01-079,The sky is blue.,空は青いです。,4
G1-01-080,My town is safe.,私の町は安全です。,4
G1-01-081,This movie is funny.,この映画はおもしろいです。,4
G1-01-082,The library is large.,その図書館は大きいです。,4
G1-01-083,This road is narrow.,この道はせまいです。,4
G1-01-084,The mountain is high.,その山は高いです。,4
G1-01-085,Her hair is long.,彼女の髪は長いです。,4
G1-01-086,The ball is round.,そのボールは丸いです。,4
G1-01-087,This table is wooden.,このテーブルは木でできています。,4
G1-01-088,The story is simple.,その話はわかりやすいです。,4
G1-01-089,Our classroom is bright.,私たちの教室は明るいです。,4
G1-01-090,This picture is famous.,この絵は有名です。,4
G1-01-091,I am tired.,私は疲れています。,3
G1-01-092,I am sleepy now.,私は今眠いです。,4
G1-01-093,You are very hungry.,あなたはとてもお腹がすいています。,4
G1-01-094,He is thirsty.,彼はのどがかわいています。,3
G1-01-095,She is sick today.,彼女は今日は具合が悪いです。,4
G1-01-096,Noah is fine now.,ノアはもう大丈夫です。,4
G1-01-097,Emma is nervous before the test.,エマはテストの前に緊張しています。,6
G1-01-098,My father is busy this morning.,私の父は今朝忙しいです。,6
G1-01-099,My mother is free this afternoon.,私の母は今日の午後は手が空いています。,6
G1-01-100,My brother is tired after practice.,私の兄は練習のあとで疲れています。,6
G1-01-101,My sister is excited about the trip.,私の姉はその旅行を楽しみにしています。,7
G1-01-102,We are ready for lunch.,私たちは昼ごはんの準備ができています。,5
G1-01-103,They are cold in this room.,彼らはこの部屋で寒がっています。,6
G1-01-104,I am not well today.,私は今日は体調がよくありません。,5
G1-01-105,You are pale.,あなたは顔色が悪いです。,3
G1-01-106,He is full.,彼はお腹いっぱいです。,3
G1-01-107,She is still awake.,彼女はまだ起きています。,4
G1-01-108,Noah is happy with the result.,ノアはその結果に満足しています。,6
G1-01-109,Emma is sad today.,エマは今日は悲しいです。,4
G1-01-110,This baby is sleepy.,この赤ちゃんは眠そうです。,4
G1-01-111,That boy is angry.,あの男の子は怒っています。,4
G1-01-112,That girl is afraid of dogs.,あの女の子は犬をこわがっています。,6
G1-01-113,Our teacher is busy now.,私たちの先生は今忙しいです。,5
G1-01-114,The players are ready.,その選手たちは準備ができています。,4
G1-01-115,I am scared of the dark.,私は暗い所がこわいです。,6
G1-01-116,You are early today.,あなたは今日は来るのが早いです。,4
G1-01-117,He is absent today.,彼は今日は欠席です。,4
G1-01-118,She is in good shape.,彼女は体調がいいです。,5
G1-01-119,We are tired but happy.,私たちは疲れていますが、うれしいです。,5
G1-01-120,They are nervous about the game.,彼らはその試合のことで緊張しています。,6
G1-01-121,I am at home now.,私は今家にいます。,5
G1-01-122,You are in my seat.,あなたは私の席にいます。,5
G1-01-123,He is in the kitchen.,彼は台所にいます。,5
G1-01-124,She is at the station.,彼女は駅にいます。,5
G1-01-125,Noah is in the library.,ノアは図書館にいます。,5
G1-01-126,Emma is near the door.,エマはドアの近くにいます。,5
G1-01-127,My father is at work.,私の父は仕事場にいます。,5
G1-01-128,My mother is in the garden.,私の母は庭にいます。,6
G1-01-129,My brother is upstairs.,私の兄は上の階にいます。,4
G1-01-130,My sister is downstairs.,私の姉は下の階にいます。,4
G1-01-131,We are in the same room.,私たちは同じ部屋にいます。,6
G1-01-132,They are on the bus.,彼らはバスに乗っています。,5
G1-01-133,The cat is under the table.,その猫はテーブルの下にいます。,6
G1-01-134,The dog is by the window.,その犬は窓のそばにいます。,6
G1-01-135,My bag is on the chair.,私のかばんはいすの上にあります。,6
G1-01-136,The book is in my desk.,その本は私の机の中にあります。,6
G1-01-137,The key is in my pocket.,その鍵は私のポケットにあります。,6
G1-01-138,The phone is on the bed.,そのスマホはベッドの上にあります。,6
G1-01-139,The cup is on the table.,そのカップはテーブルの上にあります。,6
G1-01-140,The picture is on the wall.,その絵は壁にかかっています。,6
G1-01-141,The ball is behind the box.,そのボールは箱の後ろにあります。,6
G1-01-142,The school is near the park.,その学校は公園の近くにあります。,6
G1-01-143,The hospital is across from the bank.,その病院は銀行の向かいにあります。,7
G1-01-144,The bank is next to the hotel.,その銀行はホテルの隣にあります。,7
G1-01-145,The bus stop is in front of the store.,そのバス停は店の前にあります。,9
G1-01-146,The clock is above the door.,その時計はドアの上にあります。,6
G1-01-147,The trash can is beside the desk.,そのごみ箱は机の横にあります。,7
G1-01-148,This town is by the sea.,この町は海の近くにあります。,6
G1-01-149,Our classroom is on the third floor.,私たちの教室は3階にあります。,7
G1-01-150,The park is between the school and the library.,その公園は学校と図書館の間にあります。,9
G1-01-151,It is sunny today.,今日は晴れです。,4
G1-01-152,It is rainy this morning.,今朝は雨です。,5
G1-01-153,It is windy outside.,外は風が強いです。,4
G1-01-154,It is cloudy now.,今はくもりです。,4
G1-01-155,It is hot in this room.,この部屋は暑いです。,6
G1-01-156,It is cold this evening.,今夜は寒いです。,5
G1-01-157,It is warm in April.,4月は暖かいです。,5
G1-01-158,It is cool under the tree.,木の下はすずしいです。,6
G1-01-159,It is Monday today.,今日は月曜日です。,4
G1-01-160,It is Friday tomorrow.,明日は金曜日です。,4
G1-01-161,It is Sunday today.,今日は日曜日です。,4
G1-01-162,It is the first day of school.,今日は学校の初日です。,7
G1-01-163,It is my birthday today.,今日は私の誕生日です。,5
G1-01-164,It is a holiday today.,今日は祝日です。,5
G1-01-165,It is June now.,今は6月です。,4
G1-01-166,It is summer now.,今は夏です。,4
G1-01-167,It is two o'clock.,2時です。,4
G1-01-168,It is seven thirty now.,今は7時30分です。,5
G1-01-169,It is almost noon.,もうすぐ正午です。,4
G1-01-170,It is still early.,まだ早いです。,4
G1-01-171,It is late now.,もう遅いです。,4
G1-01-172,It is time for lunch.,昼ごはんの時間です。,5
G1-01-173,It is time for bed.,寝る時間です。,5
